Attrition,Employee Attrition Status,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,0,Travel_Rarely,R&D,Medical,STAFF-2419,Male,Laboratory Technician,Married,No,6,25,18-25,$882.00 ,19,High School,4,67,3,1,4,"$3,669.00 ","$9,075.00 ",3,11,3,3,3,7,2,3,2,1,2
Yes,1,Travel_Rarely,R&D,Medical,STAFF-2420,Female,Manufacturing Director,Married,Yes,0,58,56-65,$601.00 ,7,Master's Degree,3,53,2,3,1,"$10,008.00 ","$12,023.00 ",7,14,3,4,0,31,2,10,9,5,9
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2421,Male,Laboratory Technician,Married,No,3,40,36-45,$329.00 ,1,Master's Degree,2,88,3,1,2,"$2,387.00 ","$6,762.00 ",3,22,4,3,1,7,3,4,2,0,3
No,0,Travel_Frequently,Sales,Marketing,STAFF-2422,Female,Sales Executive,Married,No,2,36,36-45,$607.00 ,7,Bachelor's Degree,1,83,4,2,1,"$4,639.00 ","$2,261.00 ",2,16,3,4,1,17,2,15,7,6,13
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2423,Male,Manufacturing Director,Single,No,2,48,46-55,$855.00 ,4,Bachelor's Degree,4,54,3,3,4,"$7,898.00 ","$18,706.00 ",1,11,3,3,0,11,3,10,9,0,8
No,0,Travel_Rarely,Sales,Medical,STAFF-2424,Female,Sales Representative,Married,No,4,27,26-35,"$1,291.00 ",11,Bachelor's Degree,3,98,4,1,4,"$2,534.00 ","$6,527.00 ",8,14,3,2,1,5,3,1,0,0,0
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2425,Female,Manufacturing Director,Single,No,1,51,46-55,"$1,405.00 ",11,Associates Degree,4,82,2,4,2,"$13,142.00 ","$24,439.00 ",3,16,3,2,0,29,2,5,2,0,3
No,0,Non-Travel,R&D,Life Sciences,STAFF-2426,Female,Laboratory Technician,Single,No,5,18,18-25,"$1,124.00 ",1,Bachelor's Degree,4,97,3,1,4,"$1,611.00 ","$19,305.00 ",1,15,3,3,0,0,4,0,0,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-2427,Female,Laboratory Technician,Married,No,0,35,26-35,$817.00 ,1,Bachelor's Degree,4,60,2,2,4,"$5,363.00 ","$10,846.00 ",0,12,3,2,1,10,3,9,7,0,0
No,0,Travel_Frequently,Sales,Life Sciences,STAFF-2428,Male,Sales Executive,Single,No,3,27,26-35,$793.00 ,2,High School,4,43,1,2,4,"$5,071.00 ","$20,392.00 ",3,20,4,2,0,8,3,6,2,0,0
Yes,1,Travel_Rarely,Sales,Marketing,STAFF-2429,Male,Sales Executive,Single,Yes,2,55,46-55,$267.00 ,13,Master's Degree,1,85,4,4,3,"$13,695.00 ","$9,277.00 ",6,17,3,3,0,24,2,19,7,3,8
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2430,Male,Manufacturing Director,Married,Yes,0,56,56-65,"$1,369.00 ",23,Bachelor's Degree,4,68,3,4,2,"$13,402.00 ","$18,235.00 ",4,12,3,1,1,33,3,19,16,15,9
No,0,Non-Travel,R&D,Technical Degree,STAFF-2431,Female,Research Scientist,Divorced,No,2,34,26-35,$999.00 ,26,High School,1,92,2,1,3,"$2,029.00 ","$15,891.00 ",1,20,4,3,3,5,3,5,4,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-2432,Female,Healthcare Representative,Divorced,No,0,40,36-45,"$1,202.00 ",2,High School,2,89,4,2,3,"$6,377.00 ","$13,888.00 ",5,20,4,2,3,15,3,12,11,11,8
No,0,Travel_Rarely,R&D,Medical,STAFF-2433,Male,Laboratory Technician,Married,No,1,34,26-35,$285.00 ,29,Bachelor's Degree,2,86,3,2,3,"$5,429.00 ","$17,491.00 ",4,13,3,1,2,10,3,8,7,7,7
Yes,1,Travel_Frequently,Sales,Life Sciences,STAFF-2434,Female,Sales Representative,Single,No,3,31,26-35,$703.00 ,2,Bachelor's Degree,3,90,2,1,4,"$2,785.00 ","$11,882.00 ",7,14,3,3,0,3,4,1,0,0,0
Yes,1,Travel_Frequently,Sales,Marketing,STAFF-2435,Female,Sales Executive,Married,Yes,0,35,26-35,$662.00 ,18,Master's Degree,4,67,3,2,3,"$4,614.00 ","$23,288.00 ",0,18,3,3,1,5,2,4,2,3,2
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2436,Male,Research Scientist,Divorced,No,2,38,36-45,$693.00 ,7,Bachelor's Degree,4,57,4,1,3,"$2,610.00 ","$15,748.00 ",1,11,3,4,3,4,3,4,2,0,3
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2437,Female,Healthcare Representative,Single,No,2,34,26-35,$404.00 ,2,Master's Degree,3,98,3,2,4,"$6,687.00 ","$6,163.00 ",1,11,3,4,0,14,4,14,11,4,11
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2438,Male,Sales Executive,Married,No,0,28,26-35,$736.00 ,26,Bachelor's Degree,3,48,2,2,1,"$4,724.00 ","$24,232.00 ",1,11,3,3,1,5,3,5,3,0,4
Yes,1,Travel_Rarely,R&D,Medical,STAFF-2439,Male,Manufacturing Director,Married,Yes,3,31,26-35,$330.00 ,22,Master's Degree,4,98,3,2,3,"$6,179.00 ","$21,057.00 ",1,15,3,4,2,10,2,10,2,6,7
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2440,Male,Sales Executive,Married,Yes,2,39,36-45,"$1,498.00 ",21,Master's Degree,1,44,2,2,4,"$6,120.00 ","$3,567.00 ",3,12,3,4,2,8,4,5,4,1,4
No,0,Travel_Frequently,Sales,Marketing,STAFF-2441,Male,Sales Executive,Married,No,5,51,46-55,$541.00 ,2,Bachelor's Degree,2,52,3,3,2,"$10,596.00 ","$15,395.00 ",2,11,3,2,0,14,3,4,2,3,2
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2442,Female,Research Scientist,Divorced,Yes,4,41,36-45,"$1,200.00 ",22,Bachelor's Degree,4,75,3,2,4,"$5,467.00 ","$13,953.00 ",3,14,3,1,2,12,2,6,2,3,3
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2443,Male,Research Scientist,Married,Yes,2,37,36-45,"$1,439.00 ",4,High School,3,54,3,1,3,"$2,996.00 ","$5,182.00 ",7,15,3,4,0,8,3,6,4,1,3
No,0,Travel_Frequently,Sales,Life Sciences,STAFF-2444,Male,Sales Executive,Married,No,2,33,26-35,"$1,111.00 ",5,High School,2,61,3,2,4,"$9,998.00 ","$19,293.00 ",6,13,3,1,0,8,4,5,4,1,2
No,0,Travel_Rarely,Sales,Marketing,STAFF-2445,Male,Sales Executive,Married,Yes,3,32,26-35,$499.00 ,2,High School,3,36,3,2,2,"$4,078.00 ","$20,497.00 ",0,13,3,1,3,4,2,3,2,1,2
No,0,Non-Travel,R&D,Life Sciences,STAFF-2446,Male,Healthcare Representative,Married,No,2,39,36-45,"$1,485.00 ",25,Associates Degree,3,71,3,3,3,"$10,920.00 ","$3,449.00 ",3,21,4,2,1,13,3,6,4,0,5
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2447,Male,Sales Executive,Married,No,3,25,18-25,"$1,372.00 ",18,High School,1,93,4,2,3,"$6,232.00 ","$12,477.00 ",2,11,3,2,0,6,2,3,2,1,2
No,0,Travel_Frequently,R&D,Medical,STAFF-2448,Female,Manufacturing Director,Married,Yes,3,52,46-55,$322.00 ,28,Associates Degree,4,59,4,4,3,"$13,247.00 ","$9,731.00 ",2,11,3,2,1,24,2,5,3,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2449,Female,Research Scientist,Single,Yes,3,43,36-45,$930.00 ,6,Bachelor's Degree,1,73,2,2,3,"$4,081.00 ","$20,003.00 ",1,14,3,1,0,20,1,20,7,1,8
No,0,Travel_Rarely,Sales,Marketing,STAFF-2450,Female,Sales Executive,Married,Yes,3,27,26-35,$205.00 ,10,Bachelor's Degree,4,98,2,2,4,"$5,769.00 ","$7,100.00 ",1,11,3,4,0,6,3,6,2,4,4
Yes,1,Travel_Rarely,R&D,Life Sciences,STAFF-2451,Female,Research Scientist,Single,Yes,2,27,26-35,$135.00 ,17,Master's Degree,4,51,3,1,3,"$2,394.00 ","$25,681.00 ",1,13,3,4,0,8,3,8,2,7,7
No,0,Travel_Rarely,R&D,Medical,STAFF-2452,Male,Research Scientist,Single,No,2,26,26-35,$683.00 ,2,High School,1,36,2,1,4,"$3,904.00 ","$4,050.00 ",0,12,3,4,0,5,3,4,3,1,1
No,0,Travel_Rarely,HR,Human Resources,STAFF-2453,Female,Manager,Married,No,5,42,36-45,"$1,147.00 ",10,Bachelor's Degree,3,31,3,4,1,"$16,799.00 ","$16,616.00 ",0,14,3,3,1,21,3,20,7,0,9
No,0,Non-Travel,R&D,Medical,STAFF-2454,Female,Healthcare Representative,Divorced,No,6,32,26-35,"$1,146.00 ",15,Master's Degree,3,34,3,2,4,"$6,667.00 ","$16,542.00 ",5,18,3,2,1,9,3,5,1,1,2
No,0,Non-Travel,R&D,Medical,STAFF-2455,Female,Manufacturing Director,Married,No,6,36,36-45,$894.00 ,1,Master's Degree,4,33,2,2,3,"$4,374.00 ","$15,411.00 ",0,15,3,3,0,4,3,3,2,1,2
No,0,Non-Travel,R&D,Life Sciences,STAFF-2456,Female,Healthcare Representative,Married,No,5,35,26-35,$208.00 ,8,Master's Degree,3,52,3,2,3,"$4,148.00 ","$12,250.00 ",1,12,3,4,1,15,3,14,11,2,9
No,0,Non-Travel,R&D,Medical,STAFF-2457,Female,Research Director,Married,No,3,47,46-55,"$1,162.00 ",1,High School,3,98,3,3,2,"$11,957.00 ","$17,231.00 ",0,18,3,1,2,14,1,13,8,5,12
No,0,Non-Travel,R&D,Medical,STAFF-2458,Female,Research Scientist,Single,No,4,18,18-25,"$1,431.00 ",14,Bachelor's Degree,2,33,3,1,3,"$1,514.00 ","$8,018.00 ",1,16,3,3,0,0,1,0,0,0,0
No,0,Non-Travel,Sales,Life Sciences,STAFF-2459,Female,Sales Executive,Married,No,1,39,36-45,"$1,251.00 ",21,Master's Degree,1,32,1,2,3,"$5,736.00 ","$3,987.00 ",6,19,3,3,1,10,3,3,2,1,2
No,0,Non-Travel,Sales,Life Sciences,STAFF-2460,Female,Sales Representative,Married,No,2,24,18-25,$830.00 ,13,Associates Degree,4,78,3,1,2,"$2,033.00 ","$7,103.00 ",1,13,3,3,1,1,3,1,0,0,0
No,0,Non-Travel,Sales,Marketing,STAFF-2461,Female,Sales Executive,Single,No,2,33,26-35,"$1,283.00 ",2,Bachelor's Degree,4,62,3,2,2,"$5,147.00 ","$10,697.00 ",8,15,3,4,0,13,2,11,7,1,7
No,0,Travel_Frequently,R&D,Medical,STAFF-2462,Female,Manager,Divorced,No,3,48,46-55,$117.00 ,22,Bachelor's Degree,4,58,3,4,4,"$17,174.00 ","$2,437.00 ",3,11,3,2,1,24,3,22,17,4,7
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2463,Female,Manufacturing Director,Divorced,No,3,36,36-45,$688.00 ,4,Associates Degree,4,97,3,2,2,"$5,131.00 ","$9,192.00 ",7,13,3,2,3,18,3,4,2,0,2
No,0,Travel_Frequently,R&D,Medical,STAFF-2464,Female,Laboratory Technician,Married,No,4,38,36-45,$594.00 ,2,Associates Degree,3,75,2,1,2,"$2,468.00 ","$15,963.00 ",4,14,3,2,1,9,2,6,1,0,5
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2465,Female,Research Scientist,Married,No,2,27,26-35,"$1,131.00 ",15,Bachelor's Degree,4,77,2,1,1,"$4,774.00 ","$23,844.00 ",0,19,3,4,1,8,2,7,6,7,3
No,0,Travel_Frequently,R&D,Technical Degree,STAFF-2466,Female,Laboratory Technician,Married,No,2,40,36-45,$692.00 ,11,Bachelor's Degree,4,73,3,2,3,"$6,323.00 ","$26,849.00 ",1,11,3,1,1,10,4,10,9,9,4
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2467,Female,Laboratory Technician,Married,No,3,29,26-35,$410.00 ,2,High School,4,97,3,1,2,"$3,180.00 ","$4,668.00 ",0,13,3,3,3,4,3,3,2,0,2
No,0,Travel_Frequently,R&D,Medical,STAFF-2468,Female,Manufacturing Director,Single,No,2,39,36-45,$711.00 ,4,Bachelor's Degree,1,81,3,2,3,"$5,042.00 ","$3,140.00 ",0,13,3,4,0,10,1,9,2,3,8
No,0,Travel_Frequently,R&D,Medical,STAFF-2469,Female,Laboratory Technician,Single,No,3,42,36-45,$748.00 ,9,Associates Degree,1,74,3,1,4,"$3,673.00 ","$16,458.00 ",1,13,3,3,0,12,3,12,9,5,8
No,0,Travel_Frequently,R&D,Technical Degree,STAFF-2470,Female,Research Scientist,Single,No,2,30,26-35,"$1,312.00 ",2,Master's Degree,4,78,2,1,1,"$4,968.00 ","$26,427.00 ",0,16,3,4,0,10,3,9,7,0,7
No,0,Travel_Frequently,Sales,Marketing,STAFF-2471,Female,Sales Executive,Married,No,4,44,36-45,$383.00 ,1,Doctoral Degree,1,79,3,2,3,"$4,768.00 ","$9,282.00 ",7,12,3,3,1,11,2,1,0,0,0
No,0,Travel_Frequently,Sales,Marketing,STAFF-2472,Female,Sales Executive,Married,No,3,31,26-35,"$1,125.00 ",7,Master's Degree,1,68,3,3,1,"$9,637.00 ","$8,277.00 ",2,14,3,4,2,9,3,3,2,2,2
No,0,Travel_Rarely,HR,Human Resources,STAFF-2473,Female,Human Resources,Married,No,3,25,18-25,$309.00 ,2,Bachelor's Degree,3,82,3,1,2,"$2,187.00 ","$19,655.00 ",4,14,3,3,0,6,3,2,0,1,2
No,0,Travel_Rarely,HR,Life Sciences,STAFF-2474,Female,Manager,Married,No,2,47,46-55,"$1,176.00 ",26,Master's Degree,4,98,3,5,3,"$19,658.00 ","$5,220.00 ",3,11,3,3,1,27,3,5,2,1,0
No,0,Travel_Rarely,HR,Medical,STAFF-2475,Female,Human Resources,Single,No,3,31,26-35,"$1,398.00 ",8,Associates Degree,4,96,4,1,2,"$2,109.00 ","$24,609.00 ",9,18,3,4,0,8,3,3,2,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2476,Female,Laboratory Technician,Divorced,No,0,31,26-35,$471.00 ,4,Bachelor's Degree,1,62,4,1,3,"$3,978.00 ","$16,031.00 ",8,12,3,2,1,4,2,2,2,2,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2477,Female,Healthcare Representative,Divorced,No,3,40,36-45,$750.00 ,12,Bachelor's Degree,2,47,3,2,1,"$4,448.00 ","$10,748.00 ",2,12,3,2,1,15,3,7,4,7,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2478,Female,Healthcare Representative,Divorced,No,3,40,36-45,"$1,194.00 ",1,Bachelor's Degree,3,52,3,2,4,"$6,513.00 ","$9,060.00 ",4,17,3,4,1,12,3,5,3,0,3
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2479,Female,Research Scientist,Divorced,No,2,29,26-35,$590.00 ,4,Bachelor's Degree,4,91,2,1,1,"$2,109.00 ","$10,007.00 ",1,13,3,3,1,1,3,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2480,Female,Research Scientist,Divorced,No,2,34,26-35,"$1,130.00 ",3,Bachelor's Degree,4,66,3,2,2,"$5,433.00 ","$19,332.00 ",1,12,3,3,1,11,3,11,8,7,9
No,0,Travel_Rarely,R&D,Other,STAFF-2481,Female,Manufacturing Director,Divorced,No,3,45,36-45,"$1,329.00 ",2,Associates Degree,4,59,2,2,4,"$5,770.00 ","$5,388.00 ",1,19,3,1,2,10,3,10,7,3,9
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2482,Female,Research Director,Divorced,No,3,50,46-55,$813.00 ,17,Doctoral Degree,4,50,2,3,1,"$13,269.00 ","$21,981.00 ",5,15,3,3,3,19,3,14,11,1,11
No,0,Travel_Rarely,R&D,Medical,STAFF-2483,Female,Laboratory Technician,Married,No,5,33,26-35,"$1,099.00 ",4,Master's Degree,1,82,2,1,2,"$3,838.00 ","$8,192.00 ",8,11,3,4,0,8,3,5,4,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2484,Female,Manager,Married,No,2,43,36-45,$823.00 ,6,Bachelor's Degree,1,81,2,5,3,"$19,392.00 ","$22,539.00 ",7,13,3,4,0,21,3,16,12,6,14
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2485,Female,Manager,Married,No,2,51,46-55,$942.00 ,3,Bachelor's Degree,1,53,3,3,3,"$13,116.00 ","$22,984.00 ",2,11,3,4,0,15,3,2,2,2,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2486,Female,Research Scientist,Married,No,3,34,26-35,$678.00 ,19,Bachelor's Degree,2,35,2,1,4,"$2,929.00 ","$20,338.00 ",1,12,3,2,0,10,3,10,9,8,7
No,0,Travel_Rarely,R&D,Medical,STAFF-2487,Female,Research Scientist,Married,No,0,27,26-35,$486.00 ,8,Bachelor's Degree,2,86,4,1,3,"$3,517.00 ","$22,490.00 ",7,17,3,1,0,5,3,3,2,0,2
No,0,Travel_Rarely,R&D,Other,STAFF-2488,Female,Laboratory Technician,Married,No,2,52,46-55,$258.00 ,8,Master's Degree,3,54,3,1,1,"$2,950.00 ","$17,363.00 ",9,13,3,3,0,12,1,5,4,0,4
No,0,Travel_Rarely,R&D,Medical,STAFF-2489,Female,Research Director,Married,No,3,38,36-45,$201.00 ,10,Bachelor's Degree,2,99,1,3,3,"$13,206.00 ","$3,376.00 ",3,12,3,1,1,20,3,18,16,1,11
No,0,Travel_Rarely,R&D,Medical,STAFF-2490,Female,Research Scientist,Married,No,2,37,36-45,"$1,470.00 ",10,Bachelor's Degree,2,71,3,1,2,"$3,936.00 ","$9,953.00 ",1,11,3,1,1,8,1,8,4,7,7
No,0,Travel_Rarely,R&D,Other,STAFF-2491,Female,Healthcare Representative,Married,No,3,29,26-35,$441.00 ,8,High School,3,39,1,2,1,"$9,715.00 ","$7,288.00 ",3,13,3,3,1,9,3,7,7,0,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2492,Female,Research Scientist,Married,No,5,35,26-35,$287.00 ,1,Master's Degree,3,62,1,1,4,"$2,977.00 ","$8,952.00 ",1,12,3,4,1,4,3,4,3,1,1
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2493,Female,Laboratory Technician,Married,No,5,40,36-45,$616.00 ,2,Associates Degree,3,99,3,1,1,"$3,377.00 ","$25,605.00 ",4,17,3,4,1,7,2,4,3,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2494,Female,Laboratory Technician,Married,No,3,49,46-55,$722.00 ,25,Master's Degree,3,84,3,1,1,"$3,211.00 ","$22,102.00 ",1,14,3,4,1,10,2,9,6,1,4
No,0,Travel_Rarely,R&D,Other,STAFF-2495,Female,Research Scientist,Married,No,3,48,46-55,"$1,108.00 ",15,Master's Degree,3,65,3,1,1,"$2,367.00 ","$16,530.00 ",8,12,3,4,1,10,2,8,2,7,6
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2496,Female,Laboratory Technician,Married,No,2,34,26-35,$401.00 ,1,Bachelor's Degree,4,86,2,1,2,"$3,294.00 ","$3,708.00 ",5,17,3,1,1,7,2,5,4,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2497,Female,Research Scientist,Married,No,2,32,26-35,$824.00 ,5,Associates Degree,4,67,2,2,2,"$5,878.00 ","$15,624.00 ",3,12,3,1,1,12,3,7,1,2,5
No,0,Travel_Rarely,R&D,Other,STAFF-2498,Female,Laboratory Technician,Married,No,3,38,36-45,"$1,153.00 ",6,Associates Degree,4,40,2,1,3,"$3,702.00 ","$16,376.00 ",1,11,3,2,1,5,3,5,4,0,4
No,0,Travel_Rarely,R&D,Medical,STAFF-2499,Female,Laboratory Technician,Married,No,5,38,36-45,"$1,495.00 ",4,Associates Degree,4,87,3,1,3,"$3,306.00 ","$26,176.00 ",7,19,3,4,1,7,2,0,0,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-2500,Female,Laboratory Technician,Married,No,2,29,26-35,"$1,082.00 ",9,Master's Degree,4,43,3,1,3,"$2,974.00 ","$25,412.00 ",9,17,3,3,1,9,3,5,3,1,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2501,Female,Research Scientist,Married,No,2,54,46-55,$431.00 ,7,Master's Degree,4,68,3,2,4,"$6,854.00 ","$15,696.00 ",4,15,3,2,1,14,2,7,1,1,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2502,Female,Manufacturing Director,Married,No,2,40,36-45,$884.00 ,15,Bachelor's Degree,1,80,2,3,3,"$10,435.00 ","$25,800.00 ",1,13,3,4,2,18,3,18,15,14,12
No,0,Travel_Rarely,R&D,Other,STAFF-2503,Female,Research Director,Married,No,2,49,46-55,$301.00 ,22,Master's Degree,1,72,3,4,2,"$16,413.00 ","$3,498.00 ",3,16,3,2,2,27,3,4,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2504,Female,Research Scientist,Married,No,6,54,46-55,$155.00 ,9,Associates Degree,1,67,3,2,3,"$2,897.00 ","$22,474.00 ",3,11,3,3,2,9,2,4,3,2,3
No,0,Travel_Rarely,R&D,Medical,STAFF-2505,Female,Research Director,Married,No,2,47,46-55,$359.00 ,2,Master's Degree,1,82,3,4,3,"$17,169.00 ","$26,703.00 ",3,19,3,2,2,26,4,20,17,5,6
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2506,Female,Manufacturing Director,Married,No,2,45,36-45,$556.00 ,25,Associates Degree,2,93,2,2,4,"$5,906.00 ","$23,888.00 ",0,13,3,4,2,10,2,9,8,3,8
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2507,Female,Healthcare Representative,Married,No,6,36,36-45,$711.00 ,5,Master's Degree,2,42,3,3,1,"$8,008.00 ","$22,792.00 ",4,12,3,3,2,9,3,3,2,0,2
No,0,Travel_Rarely,R&D,Other,STAFF-2508,Female,Research Scientist,Married,No,3,32,26-35,$634.00 ,5,Master's Degree,2,35,4,1,4,"$3,312.00 ","$18,783.00 ",3,17,3,4,2,6,3,3,2,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2509,Female,Research Scientist,Married,No,2,40,36-45,"$1,194.00 ",2,Master's Degree,3,98,3,1,3,"$2,001.00 ","$12,549.00 ",2,14,3,2,3,20,3,5,3,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2510,Female,Research Director,Single,No,3,31,26-35,$182.00 ,8,Doctoral Degree,1,93,3,4,2,"$16,422.00 ","$8,847.00 ",3,11,3,3,0,9,4,3,2,1,0
No,0,Travel_Rarely,R&D,Medical,STAFF-2511,Female,Laboratory Technician,Single,No,6,37,36-45,"$1,462.00 ",11,Bachelor's Degree,1,94,3,1,3,"$3,629.00 ","$19,106.00 ",4,18,3,1,0,8,3,3,2,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2512,Female,Manufacturing Director,Single,No,3,30,26-35,"$1,092.00 ",10,Bachelor's Degree,1,64,3,3,3,"$9,667.00 ","$2,739.00 ",9,14,3,2,0,9,3,7,7,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2513,Female,Manufacturing Director,Single,No,3,39,36-45,"$1,089.00 ",6,Bachelor's Degree,2,32,3,3,2,"$8,376.00 ","$9,150.00 ",4,18,3,4,0,9,3,2,0,2,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2514,Female,Laboratory Technician,Single,No,2,47,46-55,$207.00 ,9,Master's Degree,2,64,3,1,3,"$2,105.00 ","$5,411.00 ",4,12,3,3,0,7,3,2,2,2,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2515,Female,Laboratory Technician,Single,No,3,32,26-35,$267.00 ,29,Master's Degree,3,49,2,1,2,"$2,837.00 ","$15,919.00 ",1,13,3,3,0,6,3,6,2,4,1
No,0,Travel_Rarely,R&D,Medical,STAFF-2516,Female,Laboratory Technician,Single,No,3,23,18-25,$160.00 ,4,High School,3,51,3,1,2,"$3,295.00 ","$12,862.00 ",1,13,3,3,0,3,1,3,2,1,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2517,Female,Research Scientist,Single,No,5,27,26-35,"$1,054.00 ",8,Bachelor's Degree,3,67,3,1,4,"$3,445.00 ","$6,152.00 ",1,11,3,3,0,6,2,6,2,1,4
No,0,Travel_Rarely,R&D,Medical,STAFF-2518,Female,Research Scientist,Single,No,3,29,26-35,$468.00 ,28,Master's Degree,4,73,2,1,1,"$3,785.00 ","$8,489.00 ",1,14,3,2,0,5,1,5,4,0,4
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2519,Female,Healthcare Representative,Single,No,3,35,26-35,"$1,029.00 ",16,Bachelor's Degree,4,91,2,3,2,"$8,606.00 ","$21,195.00 ",1,19,3,4,0,11,1,11,8,3,3
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2520,Female,Research Director,Single,No,2,45,36-45,"$1,005.00 ",28,Associates Degree,4,48,2,4,2,"$16,704.00 ","$17,119.00 ",1,11,3,3,0,21,3,21,6,8,6
No,0,Travel_Rarely,R&D,Medical,STAFF-2521,Female,Research Director,Single,No,3,54,46-55,$971.00 ,1,Bachelor's Degree,4,54,3,4,4,"$17,328.00 ","$5,652.00 ",6,19,3,4,0,29,2,20,7,12,7
No,0,Travel_Rarely,Sales,Technical Degree,STAFF-2522,Female,Sales Executive,Divorced,No,5,46,46-55,"$1,319.00 ",3,Bachelor's Degree,1,45,4,4,1,"$13,225.00 ","$7,739.00 ",2,12,3,4,1,25,3,19,17,2,8
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2523,Female,Sales Executive,Divorced,No,2,48,46-55,$492.00 ,16,Master's Degree,3,96,3,2,3,"$6,439.00 ","$13,693.00 ",8,14,3,3,1,18,3,8,7,7,7
No,0,Travel_Rarely,Sales,Marketing,STAFF-2524,Female,Sales Executive,Divorced,No,3,30,26-35,$855.00 ,7,Master's Degree,4,73,3,2,1,"$4,779.00 ","$12,761.00 ",7,14,3,2,2,8,3,3,2,0,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2525,Female,Manager,Divorced,No,2,47,46-55,"$1,225.00 ",2,Master's Degree,2,47,4,4,2,"$15,972.00 ","$21,086.00 ",6,14,3,3,3,29,3,3,2,1,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2526,Female,Sales Executive,Married,No,1,38,36-45,$345.00 ,10,Associates Degree,1,100,3,2,4,"$5,343.00 ","$5,982.00 ",1,11,3,3,1,10,3,10,7,1,9
No,0,Travel_Rarely,Sales,Marketing,STAFF-2527,Female,Sales Executive,Married,No,2,36,36-45,"$1,120.00 ",11,Master's Degree,2,100,2,2,4,"$6,652.00 ","$14,369.00 ",4,13,3,1,1,8,2,6,3,0,0
No,0,Travel_Rarely,Sales,Marketing,STAFF-2528,Female,Sales Executive,Married,No,2,39,36-45,$722.00 ,24,High School,2,60,2,4,4,"$12,031.00 ","$8,828.00 ",0,11,3,1,1,21,2,20,9,9,6
No,0,Travel_Rarely,Sales,Marketing,STAFF-2529,Female,Sales Executive,Married,No,4,40,36-45,$444.00 ,2,Associates Degree,2,92,3,2,2,"$5,677.00 ","$4,258.00 ",3,14,3,3,1,15,3,11,8,5,10
